upc,asin,cost,marketplace,group,title,author,img,rank,status,msg,oversize,weight,new-fba-offers,used-fba-offers,collectible-fba-offers,total-fba-offers,new-offers,used-offers,collectible-offers,total-offers,amazon_price,lowFBA,low-new-FBA,low-used-FBA,low-collectible-FBA,lowMFN,low-new-MFN,low-used-MFN,low-collectible-MFN,net_payout,margin_impact,margin_percent,profit_percent
838766007083,B00DYPMF7Y,$39.99 ,US,Health and Beauty,Vega Sport Sugar-Free Energizer Acai Berry Tub 4.5oz,,http://ecx.images-amazon.com/images/I/41geDWPu5pL.jpg,"12,083",accept,,no,0.38,2,0,0,2,9,0,0,9,$37.32 ,$44.99 ,$44.99 ,,,$28.55 ,$28.55 ,,,($10.85),$29.14 ,-37.23%,-27.13%
838766007175,B00DYPMGN2,$39.99 ,US,Health and Beauty,Vega Sport Sugar-Free Energizer Lemon Lime 30 Count,,http://ecx.images-amazon.com/images/I/51hZOtLEBoL.jpg,"160,361",accept,,no,0.24,3,0,0,3,6,0,0,6,,$30.99 ,$30.99 ,,,$33.07 ,$33.07 ,,,($16.25),$23.74 ,-68.45%,-40.64%
838766007182,B00DYPMCO0,$39.99 ,US,Health and Beauty,Vega Sport Sugar-Free Energizer Acai Berry 30 Count,,http://ecx.images-amazon.com/images/I/41egvn-F-IL.jpg,"85,439",accept,,no,0.25,3,0,0,3,6,0,0,6,,$31.00 ,$31.00 ,,,$37.49 ,$37.49 ,,,($16.24),$23.75 ,-68.38%,-40.61%
838766007274,,,US,,,,,,abort,"Your search for ""838766007274"" did not match any products.",,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
838766007281,,,US,,,,,,abort,"Your search for ""838766007281"" did not match any products.",,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
838766080260,B00NK5X8TC,$28.63 ,US,Health and Beauty,Vega Sport Energy BarApple Cherry Box SeQuel 12 (1.76oz) Box,,http://ecx.images-amazon.com/images/I/31lGlc48JKL.jpg,"250,999",accept,,no,0.2,0,0,0,0,2,0,0,2,,,,,,$34.58 ,$34.58 ,,,($2.64),$25.99 ,-10.16%,-9.22%
838766080260,B00O952P28,$28.63 ,US,Health and Beauty,Vega Sport Energy Bar Apple Cherry 12 Count,,http://ecx.images-amazon.com/images/I/41gp0cMf6uL.jpg,,accept,,no,1.59,1,0,0,1,1,0,0,1,$87.21 ,,,,,,,,,$41.79 ,$70.42 ,59.34%,145.97%
838766080277,B00MGDKX1K,$28.63 ,US,Health and Beauty,Vega Sport Energy Bar Chocolate Coconut Almond 1.76 oz12 Count,,http://ecx.images-amazon.com/images/I/51X%2BMxWhU8L.jpg,"353,394",accept,,no,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
838766080277,B00NK6EI5E,$28.63 ,US,Health and Beauty,Vega EnergyBar Chocolate Coconut Almond One Size - Men's,,http://ecx.images-amazon.com/images/I/51hx-8oxhtL.jpg,"209,700",accept,,no,0.2,0,0,0,0,3,0,0,3,,,,,,$33.94 ,$33.94 ,,,($3.18),$25.45 ,-12.50%,-11.11%
838766080277,B00O953XJ2,$28.63 ,US,Health and Beauty,Vega Sport Energy Bar Chocolate Coconut Almond 1.76 oz12 Count,,http://ecx.images-amazon.com/images/I/41bxe0WspCL.jpg,"314,207",accept,,no,0,1,0,0,1,1,0,0,1,$81.22 ,,,,,,,,,$37.01 ,$65.64 ,56.38%,129.27%
